7668	2	108	0.5259
3223	0	2483	0.5904
1115	0	3023	0.7093
692	0	2978	0.5772
220	26	11456	0.7093
5176	0	4361	0.4581
6650	0	5677	0.7093
3634	3	8822	0.8927
4103	14	4132	0.7093
689	0	1827	0.4533
9265	12	8477	0.5259
12512	14	1154	0.7093
9887	2	4947	0.8927
29	0	969	0.2210
1497	26	2614	0.7093
271	3	5064	0.7093
51	0	650	0.5492
2616	0	7384	0.1154
4310	0	4490	0.7093
1529	0	2635	0.2019
318	0	550	0.3579
9249	0	7480	0.7093
406	3	7630	0.7093
9091	0	4583	0.7093
6838	0	12403	0.7093
8512	0	3971	0.7093
154	4	10986	0.9844
4810	0	3010	0.7093
10102	3	12697	0.8927
6645	2	1236	0.8927
451	0	4067	0.1438
2258	0	6443	0.7093
1872	0	13821	0.2404
3468	0	1823	0.7093
12446	9	5132	0.8927
3052	6	1234	0.7093
340	0	7066	0.3013
829	5	3598	0.3425
236	0	2271	0.1104
5392	17	5392	0.5259
12610	2	6080	0.8927
9718	0	14	0.7093
1585	3	10834	0.7093
1191	0	3793	0.7093
4493	0	981	0.7093
6938	24	7690	0.8927
2790	0	2377	0.2420
349	0	501	0.6749
6667	0	2267	0.2277
1495	0	3516	0.6013
925	3	5680	0.8927
7027	3	7027	0.5259
9121	0	649	0.7093
9491	3	9491	0.5259
1952	0	12135	0.3836
1206	0	5133	0.7093
1431	3	1462	0.7093
595	0	5567	0.7093
294	0	3504	0.7857
7480	0	247	1.0000
1423	0	12441	0.7692
12695	0	1171	0.7093
8672	0	1171	0.7093
10015	0	945	0.7093
649	2	4602	0.8927
627	0	12458	0.7093
2278	0	595	0.7093
862	4	386	0.7093
2386	14	74	0.7093
7465	4	3448	0.8927
480	0	7706	0.3725
1418	0	5079	0.8927
656	0	721	0.1052
579	0	3904	0.5732
8688	0	190	0.7093
1590	0	591	0.2019
155	2	146	0.5259
868	0	4424	0.4766
6348	0	3737	0.7093
4953	11	3655	0.7093
12466	0	4748	0.7093
5647	0	4586	0.4002
145	3	8347	0.7093
3077	6	6708	0.4635
8845	11	710	0.7416
8007	0	2437	0.5072
3962	0	10703	0.5259
9518	12	10159	0.5259
2142	2	12093	0.7093
1444	9	5363	0.8927
2986	3	1114	0.7093
12317	0	2476	0.7093
1310	0	1831	0.9012
1841	0	2694	0.4246
5125	6	1308	0.7383
36	0	9324	0.3559
4607	3	7551	0.7093
255	0	9874	0.1909
1538	22	8935	0.9844
60	0	13498	0.5683
1055	0	4684	0.7093
11097	0	422	0.2277
3521	0	2647	0.1833
635	0	2767	0.2037
2492	0	1678	0.4655
3099	0	1418	0.2388
1963	2	4429	0.8927
2213	0	11099	0.1078
38	0	2661	0.1026
5458	0	6755	0.7093
1838	0	3620	0.5363
976	0	2727	0.5178
7380	0	1899	0.9438
5902	2	8832	0.5259
7226	0	11652	0.4648
2890	9	7272	0.8927
6300	2	887	0.7093
2648	0	3779	0.5492
13270	0	7234	0.7093
12808	0	5794	0.8927
2731	0	1831	1.0000
1113	11	1459	0.1154
1314	0	1522	0.7093
1191	3	9810	0.8927
2348	3	12907	0.7093
3539	0	1949	0.7093
3651	2	2476	0.8927
1808	0	5569	0.4448
7525	4	11610	0.8927
10788	2	2694	0.7093
523	12	9775	0.5259
9268	3	9268	0.5259
107	25	3360	0.8927
5189	0	9921	0.7093
6468	3	6829	0.7093
3391	0	331	0.7093
4233	0	1470	0.7093
2121	0	1118	0.2951
130	0	1229	0.5477
2693	12	2571	0.5259
5109	2	11358	0.7093
1943	15	10612	1.0000
622	3	622	0.5259
1830	0	1481	0.7093
7096	0	2134	0.6092
3911	0	3099	0.7093
11937	0	9359	0.7093
690	24	1523	0.7093
644	3	2057	0.8927
9984	4	3929	0.5259
7086	1	5308	0.7093
6001	5	3187	0.3425
2391	0	13907	0.3985
7227	0	1388	0.7093
8887	12	6458	0.5259
2977	0	6067	0.7093
1385	0	3005	0.2511
13810	2	7932	0.8927
12027	20	2580	0.7093
7706	0	2395	0.5989
1135	0	10804	0.4854
9965	0	2858	0.7093
4298	13	5339	0.8927
1131	3	851	0.8927
4155	2	3299	0.8927
3329	0	7753	0.7093
4015	0	1851	0.7093
3195	0	1547	0.2001
122	0	2515	0.7093
13501	13	12239	0.8927
2089	4	2250	0.7093
5544	2	1423	0.7093
4244	0	4021	0.7093
6339	2	9873	0.8927
2336	3	3087	0.7093
826	0	1763	0.2325
4960	3	11514	0.7093
5721	5	9948	0.3425
7497	0	2929	0.7093
1171	4	785	0.7093
416	2	6077	0.8927
9995	3	9995	0.5259
1325	0	10386	0.6600
4231	13	10225	0.5259
1372	3	1372	0.5259
1852	0	830	0.7093
10454	0	9624	0.7093
4104	12	2571	0.5259
6002	3	2067	0.8927
302	6	1607	0.5715
8412	0	8337	0.7093
6465	3	7965	0.8927
529	0	10944	0.1026
11017	9	11105	0.8927
3744	0	11736	0.2090
3364	0	585	0.2210
4314	11	8471	0.7240
2101	0	966	0.7093
4863	0	606	0.7093
2192	2	108	0.5259
4836	0	11755	0.8927
1342	2	6298	0.8927
3115	2	6204	0.8927
4403	0	182	0.2420
1162	3	854	0.8927
3520	3	3520	0.5259
4851	0	5817	0.6126
1752	3	1752	0.5259
4529	0	5757	0.3456
6871	11	7043	0.7093
9722	0	1558	0.7093
2476	0	579	0.2834
4695	0	1258	0.3098
39	0	6144	0.7189
544	0	5470	0.2037
4592	0	7312	0.3734
2751	3	8144	0.7093
12361	6	429	0.7093
3157	0	4074	0.1104
1325	3	122	0.7093
1666	0	560	0.8927
4098	3	11252	0.7093
12549	0	1220	0.7093
2013	0	7134	0.8927
1635	0	945	0.7093
5651	0	1253	0.7093
2997	0	1538	0.1052
450	0	2978	0.7093
1146	0	13846	0.2450
1123	0	3071	0.2450
5147	0	1626	0.8121
1213	4	1517	0.9844
418	0	7318	0.6977
5555	3	1967	0.7093
6941	2	4473	0.8927
5935	3	5935	0.5259
1136	0	2288	0.7093
2198	20	240	0.7093
516	2	2739	0.8927
4132	2	7031	0.8927
8255	0	2269	0.7093
12209	20	8115	0.8927
6602	6	9264	0.1300
772	7	2460	0.7093
6139	19	3750	0.9844
5346	0	673	0.7093
877	0	11581	0.4230
4110	3	4110	0.5259
978	0	6460	0.3283
2246	0	6340	0.7093
161	8	756	0.7093
7680	0	5527	0.3845
10958	0	4174	0.7093
1803	0	3967	0.2754
1468	0	7361	0.1735
4820	14	682	0.7093
9354	4	2037	0.7093
422	11	3548	0.3339
829	11	7130	0.2887
11525	0	2225	0.2404
1220	0	3770	0.7093
557	4	879	0.7093
9367	3	9367	0.5259
3833	0	5790	0.7093
1185	0	8959	0.1078
215	0	278	0.1000
4177	0	595	0.7093
321	20	869	0.7093
6453	3	6453	0.5259
1834	0	130	0.3487
6751	0	107	0.7093
9868	0	2717	0.7093
1696	4	8821	0.8927
1308	0	5212	0.7093
7019	0	7850	0.7093
1355	0	887	0.7093
10457	0	316	0.7093
1106	2	12816	0.8927
5372	0	3294	0.7093
12940	0	10157	0.7093
1673	0	5845	0.7093
6501	0	3030	0.7093
1189	0	6032	0.7093
1854	0	4209	0.2860
2207	0	1019	0.7093
13289	0	4972	0.7093
8340	2	3697	0.8927
2483	3	1979	0.7093
719	24	86	0.7093
7680	0	6060	0.3062
4041	0	2395	0.5746
1543	3	11147	0.8927
1049	3	8594	0.8927
3163	1	1827	0.7093
5915	0	492	0.7093
2866	0	6330	0.7093
2095	0	4590	0.7093
3068	0	3198	0.7093
11389	0	9862	0.7093
3215	2	4007	0.8927
10196	0	343	0.7093
1088	0	305	0.7093
10661	2	11898	0.8927
2371	0	1468	0.4785
9691	0	3387	0.7093
6507	3	6507	0.5259
1168	0	2994	0.7093
4558	5	112	0.3425
1169	0	1803	0.2325
499	20	3590	0.7093
2236	0	177	0.7093
7803	14	1963	0.7093
7136	4	146	0.7093
675	2	189	0.8927
5037	0	2661	0.3477
8770	3	3024	0.7093
10916	0	766	0.7093
91	0	2146	0.1890
1099	0	1692	0.9731
2330	0	541	0.6342
6950	0	8324	0.7093
6372	0	8029	0.7093
3115	0	45	0.1852
9780	0	1600	0.7093
6715	4	4426	0.7093
3070	1	3218	0.7093
6572	0	11604	0.7093
302	0	2395	1.0000
1445	0	788	0.7093
2267	22	9037	0.7093
1625	0	5396	0.7093
563	3	1241	0.7093
721	0	5231	0.5453
1316	0	1629	0.7093
9694	2	1583	0.8927
5816	0	6976	0.7093
6271	2	13680	0.8927
9666	0	2747	0.7093
5465	0	2917	0.8927
8372	0	8355	0.7093
971	0	2400	0.6123
6062	0	9779	0.7093
10696	0	1142	0.2435
4306	0	1191	0.7093
1332	21	3347	0.8927
8722	0	10892	0.2388
128	0	4320	0.2684
3734	0	3514	0.7093
2944	3	1322	0.8927
11718	3	5878	0.8927
3018	0	11797	0.7093
2908	0	13098	0.1735
11215	0	4324	0.7093
471	11	4821	0.4938
1481	12	13384	0.5259
2973	0	7255	0.2614
4184	2	1466	1.0000
145	0	10953	0.7093
9445	3	9445	0.5259
829	0	1872	0.7207
7587	0	1236	0.7093
4775	3	8120	0.7093
1754	0	9845	0.7093
2896	12	8763	0.5259
6839	20	1444	0.7093
9004	0	2213	0.7093
1411	2	879	0.5259
273	11	259	0.3339
4010	0	4406	0.4866
4523	0	5672	0.7093
6062	0	4400	0.7093
10340	0	11620	0.7093
5244	0	4873	0.6731
690	16	2000	0.8927
5906	3	2584	0.8927
616	7	5288	0.8927
3403	0	5152	0.7093
341	0	2578	0.7093
6277	2	6890	0.8927
9052	14	975	0.8927
3567	2	4857	0.5259
1463	0	10162	0.5920
7532	2	4020	0.8927
4395	2	8111	0.8927
237	11	11522	0.2821
3608	0	502	0.7093
5389	0	13126	0.1965
956	0	4474	0.7093
3247	2	3247	0.7093
10601	3	2429	0.8927
2645	0	865	0.7093
9099	9	7701	0.7093
5647	0	33	0.7093
7551	0	2690	0.1179
8369	29	1750	0.7093
10197	0	10132	0.7093
1228	2	4174	0.8927
1429	0	10629	0.6709
2297	2	2121	0.7093
5867	3	4732	0.8927
11430	9	1109	0.7093
1131	0	1831	1.0000
2437	3	6232	0.7093
12290	0	12112	0.7093
7778	20	550	0.7093
12210	0	3973	0.7093
6590	5	7188	0.3425
11247	2	860	0.8927
10474	0	3911	0.7093
4630	1	11931	0.8927
9177	13	5771	0.8927
5963	8	3779	0.7093
3016	0	3108	0.7093
3467	2	5497	0.8927
12848	12	8763	0.5259
10596	4	5869	0.5259
270	0	4238	0.7093
12728	12	3952	0.5259
5296	0	5715	0.7093
1921	0	5198	0.1026
11067	4	9581	0.5259
566	0	11382	0.7093
9040	0	762	0.7093
2484	16	1430	0.9844
4716	4	146	0.9844
547	6	38	0.2373
3707	0	892	0.1052
7680	0	7384	0.1890
541	0	1502	0.4390
11789	0	9004	0.7093
1685	13	13601	0.8927
91	0	6041	0.8089
5472	9	3050	0.8927
507	8	13926	0.7093
6214	0	146	0.7093
4816	0	5978	0.7093
10330	0	3001	0.7093
7867	8	2448	0.7093
969	0	232	0.3959
874	0	5363	0.7174
8845	11	5036	0.8727
1124	0	573	0.8927
4294	0	8788	0.7093
10716	14	1069	0.7093
1448	0	10853	0.6672
13539	0	13539	0.5259
1998	8	7619	0.7093
2288	0	3436	0.7725
3605	0	830	0.7093
9324	0	829	0.7093
1738	0	1188	0.1909
472	0	2897	0.2210
2809	13	5768	0.8927
1609	8	4059	0.7093
5352	3	22	0.7093
7370	2	11133	0.8927
8508	3	4306	0.8927
3817	20	5036	0.7093
2080	4	1696	1.0000
4043	0	595	0.7093
1438	0	7873	0.5253
3996	0	6067	0.7093
8525	0	9076	0.7093
5431	4	8120	0.8927
6099	3	6099	0.5259
2076	0	296	0.5544
471	0	7719	0.2037
5036	0	4020	0.7093
8195	0	5746	0.7093
10126	5	1273	0.3425
7713	0	5431	0.7093
1034	9	1316	0.7093
13260	14	7361	0.7093
1186	0	5231	0.2160
513	0	11560	0.2325
5450	0	1522	0.7093
635	0	3867	0.2450
2827	0	6886	0.7093
4827	3	6294	0.7093
11593	2	2692	0.8927
11119	3	11119	0.5259
1795	0	9463	0.7093
1818	3	1273	0.7093
327	0	11327	0.1078
675	0	885	0.7093
5566	0	6129	0.2821
5270	0	3615	0.7093
3044	0	10991	0.4338
5780	0	3909	0.7093
2827	0	3068	1.0000
1064	3	6111	0.8927
2305	0	4739	0.7093
5133	0	1206	0.7093
5873	0	260	0.7093
7069	0	7451	0.7093
2086	5	4150	0.3425
1057	3	4750	0.7093
835	0	4865	0.3001
568	0	2252	0.3579
7263	12	13384	0.5259
11121	0	6236	0.8927
8014	9	939	0.7093
13640	2	45	0.8927
791	2	13179	0.8927
10051	8	11460	0.8927
1308	9	2130	0.8927
7968	2	83	0.8927
667	12	8201	0.5259
8083	0	2501	0.7093
5997	0	5540	0.2450
3125	12	12111	0.5259
5099	0	8115	0.8927
12045	2	13161	0.8927
2922	0	3422	0.2450
958	0	374	0.5828
1266	0	9516	0.2001
10321	14	2355	0.7093
826	0	3391	0.2037
204	0	892	0.4338
9431	9	7022	0.8927
1581	0	7621	0.7093
5529	0	303	0.7093
3915	25	5120	0.8927
1577	0	3671	0.7093
269	0	7353	0.2420
1055	3	1055	0.5259
2446	2	13196	0.8927
1290	6	2900	0.2260
5940	11	10468	0.8927
7255	3	2236	0.8927
126	0	5791	0.7093
8627	24	3061	0.7093
3677	0	3875	0.8927
5732	2	5152	0.7093
1082	0	14006	0.2143
460	0	5416	1.0000
4326	2	3111	0.8927
1336	0	6356	0.2834
3598	0	1493	0.3508
3676	0	7622	0.7093
885	0	2679	0.7093
313	0	4814	0.9985
9216	2	9314	0.8927
829	0	3222	0.7093
2816	11	8105	0.3477
5260	0	11881	0.7093
1808	11	4293	0.2570
344	2	4460	0.5259
60	0	4077	0.8266
294	0	3170	0.3579
1100	0	5757	0.3467
3068	2	1851	0.8927
1064	0	1266	0.7754
3756	0	3756	0.5259
6057	3	8317	0.8927
13240	0	2042	0.7093
5277	0	121	0.6718
353	0	7622	1.0000
1351	0	1234	0.6539
2902	3	3713	0.7093
1122	0	3241	0.4419
1474	0	9807	0.7093
4259	0	1398	0.7093
9432	0	1945	0.7093
6836	4	8043	0.7093
2553	0	1355	0.7093
5658	0	2754	0.1482
1630	3	2700	0.8927
12709	0	192	0.7093
165	0	3168	0.7093
479	7	4576	0.8927
331	2	3793	0.8927
1020	0	10674	0.7093
653	0	4739	0.7093
32	0	4998	0.2125
7626	0	3938	0.7093
1570	0	3339	0.4223
10413	5	1122	0.3425
2548	0	7941	0.5706
689	0	345	0.3238
201	11	3679	0.1694
931	0	4246	0.2373
1506	0	6295	0.7093
5814	0	3669	0.8927
901	2	6540	0.7093
2643	22	2643	0.8927
11517	13	5178	0.8927
885	0	10467	0.7093
501	7	1185	0.7093
12518	0	731	0.7093
11921	2	3088	0.5259
7384	9	2959	0.8927
489	3	489	0.5259
1899	0	2447	0.7093
656	0	1205	0.2614
604	3	2662	0.8927
740	6	1258	0.7217
2788	0	119	1.0000
547	0	3430	0.2450
1796	0	282	0.1504
2993	8	4354	0.7093
4016	0	816	0.7093
298	0	9979	0.3925
278	0	4898	0.9614
3894	6	12991	0.7093
4150	0	8732	0.7093
11597	2	6800	0.8927
12171	0	11416	0.7093
3099	0	2146	0.4974
1463	0	1318	0.7093
2550	0	1493	0.7093
7871	8	2973	0.7093
4366	0	465	0.7093
686	0	11085	0.4199
1333	0	7977	0.7093
11793	2	6244	0.8927
11837	2	5856	0.8927
3973	2	1560	0.8927
8731	3	593	0.7093
4146	0	5764	0.4753
2159	14	2578	0.7093
11219	0	7243	0.7093
479	18	3195	1.0000
1329	0	8292	0.3771
811	0	644	0.4986
744	0	309	0.6175
2294	0	4469	0.3658
12361	0	8142	0.8927
3233	0	644	0.7093
6551	2	4233	0.5259
2076	0	7380	0.1129
1446	1	4837	0.7093
13237	20	10332	0.7093
230	0	1185	0.2325
1335	0	5464	0.7093
2679	11	3491	0.5106
1719	0	10141	0.6088
7454	0	1824	0.7093
11659	0	516	0.7093
2560	0	5070	0.6168
10327	2	6328	0.8927
9361	2	866	0.7093
3779	22	7459	0.7093
8028	3	3791	0.7093
12077	0	9278	0.7093
1555	0	639	0.4835
1572	3	3862	0.7093
195	0	2316	0.7093
11254	3	2309	0.8927
569	3	10277	0.7093
6977	3	3604	0.8927
6698	0	8644	0.7093
746	11	1530	0.7093
8770	0	7878	0.7093
9142	3	3327	0.7093
1814	0	7004	0.3925
4310	10	3268	0.8927
3508	0	13785	0.2585
5203	3	5200	0.8927
4055	3	4055	0.5259
1288	0	1078	0.7093
5609	0	3184	0.2073
6291	0	5134	0.1694
1993	3	9267	0.8927
2441	0	5670	0.1078
658	0	9967	0.7093
1687	5	5734	0.3425
1481	11	5363	0.7093
9291	1	2679	0.7093
1484	0	2643	0.6532
2210	0	4289	0.7093
2357	8	13478	0.7093
1059	0	2073	0.1909
4047	3	10346	0.8927
2101	2	2101	0.8927
3297	0	2665	0.7093
1018	0	2431	1.0000
10745	3	11194	0.7093
585	2	3977	0.8927
1320	0	4174	0.3414
2172	0	10709	0.5259
45	27	3121	0.7093
1861	4	1220	0.8927
851	0	2932	0.7093
1004	0	13686	0.7093
11155	9	733	0.8927
1113	0	8333	0.7093
1947	0	271	0.7093
12197	2	4098	0.8927
3752	0	3676	0.7093
6120	0	1921	0.7093
2277	0	2204	0.7093
960	0	13053	0.5969
12457	20	6174	0.7093
6194	0	8771	0.7093
1135	0	5036	0.3169
1762	0	13708	0.7093
6848	3	12090	0.7093
9501	0	2348	0.5438
298	0	9571	0.7163
978	3	5377	0.7093
5187	4	541	1.0000
2713	0	3179	0.1814
629	0	12579	0.3762
2097	0	537	0.7529
6201	0	6485	0.7093
4822	2	331	0.8927
147	3	13904	0.7093
7096	2	322	0.8927
12536	14	3398	0.7093
1869	2	536	0.8927
1312	21	4264	0.8927
4010	0	1924	0.4721
3461	0	1210	0.2420
3332	0	3886	0.6246
2559	0	7976	0.7093
3631	2	2932	0.8927
8405	9	13119	0.8927
4109	0	1872	0.1526
806	0	3543	0.1204
10505	12	10809	0.5259
933	24	7988	0.7093
6767	0	651	0.5688
4270	14	1530	0.7093
1633	0	9567	0.7093
4849	0	5670	0.2450
2553	0	6149	0.7093
6516	0	10064	0.2073
5829	0	8559	0.1104
2492	0	2016	0.1104
6825	3	6825	0.5259
647	3	5089	0.7093
1412	2	887	0.5259
5877	0	889	0.7093
6517	0	1447	0.7093
4070	0	422	0.7093
11023	5	1291	0.3425
2708	0	580	0.7093
1319	0	10456	0.2541
3223	0	5715	0.7093
7504	3	7835	0.8927
161	0	1481	0.3725
1590	0	4010	0.7093
4758	0	266	0.7093
1944	2	9134	0.8927
468	0	735	0.7093
1451	0	11905	0.2341
10696	2	1691	0.7093
4455	0	7649	0.2001
4376	0	3371	0.7093
789	0	6069	0.4119
1829	0	12024	0.4127
1097	0	4199	0.1526
13460	14	3117	0.7093
666	0	8449	0.2541
2131	3	2131	0.5259
9352	4	2510	0.7093
914	0	7709	0.2019
628	0	7882	0.3799
8905	3	8905	0.5259
10085	0	13	0.7093
6595	0	6919	0.7093
2733	0	2579	0.4822
10719	14	8771	0.7093
16	0	2914	0.7093
3324	0	2483	0.3836
2509	2	45	0.7093
975	2	3023	0.8927
3166	0	9557	0.5981
12177	0	112	0.7093
543	0	3434	0.2325
7692	3	7270	0.7093
550	0	6876	0.7526
6254	2	11826	0.7093
6621	3	10350	0.8927
4537	2	3540	0.8927
8466	0	7243	0.7093
6634	3	12359	0.7093
1694	0	8304	0.7093
2297	0	617	0.6388
1220	3	6839	0.8927
8004	2	13405	0.8927
8201	0	3278	0.2373
11209	0	8716	0.7093
7687	0	10749	0.7093
640	0	768	0.1774
1448	3	4132	0.8927
4247	6	7312	0.5067
4224	18	6884	0.8927
7700	0	8029	0.7093
12642	0	10924	0.7093
8828	0	5452	0.7093
5543	0	4521	0.7093
1384	3	5362	0.8927
3691	2	6206	0.8927
3646	14	2348	0.7093
2460	0	6090	0.7093
3732	11	108	0.2055
2570	0	1884	0.7093
3129	0	2121	0.7093
3170	1	4469	0.8927
2249	2	8832	0.5259
723	0	10545	0.7093
644	0	385	0.7093
1956	2	1714	0.7093
5751	0	1101	0.3038
7719	12	12111	0.5259
6386	0	1308	0.7093
7787	14	7361	0.7093
10067	0	3844	0.2670
2981	0	6677	1.0000
340	0	7073	0.1347
4677	0	4060	0.7093
2423	0	3001	0.2767
10112	0	4021	0.7093
6501	3	8831	0.8927
109	0	5881	0.2404
932	0	6455	0.8281
1184	3	11464	0.7093
8983	0	3306	0.3086
1639	3	4185	0.8927
2818	2	913	0.8927
5026	0	4085	0.7093
6901	3	9568	0.7093
5676	0	320	0.7093
8656	4	6332	0.7093
4706	0	811	0.7093
91	6	1793	0.2001
4910	2	557	0.8927
3728	5	6062	0.3425
11734	0	2204	0.7093
9402	2	7523	0.8927
3054	0	6072	0.7093
2134	0	1948	0.6025
1046	0	4077	0.1833
8614	2	11651	0.8927
194	0	8486	0.7093
7435	0	1611	0.7093
656	0	9095	0.1204
3238	0	10938	0.7093
9337	3	2158	0.8927
7619	0	11677	0.7093
7150	0	2960	0.7093
8035	12	11189	0.5259
2221	2	23	0.8927
3970	3	2249	0.7093
4957	3	10497	0.8927
5036	3	12739	0.8927
2514	0	2865	0.7093
4247	0	107	0.8852
12642	0	6283	0.7093
3693	0	1750	0.8206
12457	0	660	0.7093
146	3	343	0.8927
2009	0	639	0.9305
606	0	5459	0.6356
2204	0	6265	0.3854
843	0	14029	0.5837
4560	0	13377	0.7093
3278	2	1737	0.8927
2121	0	4354	1.0000
4135	11	10970	0.1370
1009	3	2225	0.7093
5243	0	5636	0.8387
5500	14	3773	0.7093
136	0	2427	0.3074
504	0	3088	0.1154
1776	0	6246	0.6638
4546	3	1457	0.8927
237	0	1006	0.2541
2376	0	1471	0.7093
7278	2	5324	0.5259
2737	2	6088	1.0000
298	0	1763	0.6932
1755	12	12255	0.5259
9154	3	9991	0.8927
1763	11	9718	0.7093
504	0	1009	0.2988
1063	0	7032	0.1154
1308	6	5125	0.7639
689	0	1306	0.9056
651	0	4243	0.1909
10267	0	12782	0.7093
5486	2	499	0.7093
3757	0	9853	0.1928
1447	0	5105	0.1154
294	0	1734	0.1504
10178	0	3694	0.7093
4896	0	567	0.7093
3611	0	1841	0.7093
8767	11	2325	0.4330
7379	0	2748	0.7093
6582	3	6079	0.8927
6579	20	2002	0.7093
10043	0	10130	0.7093
6543	0	7797	0.7093
260	0	4144	1.0000
3977	0	681	0.7093
1451	0	11952	0.1794
2245	14	671	0.7093
1328	0	9862	0.7093
7200	0	2697	0.5794
5841	0	5019	0.7093
1182	0	3731	0.1078
6208	2	3835	0.5259
1744	3	9215	0.8927
235	0	2448	0.1774
625	0	4209	0.7093
9169	0	9055	0.7093
2068	0	11682	0.8072
1139	0	7657	0.5259
1481	11	5555	0.7093
6032	9	10541	0.8927
1937	0	1438	0.1052
5892	0	6460	0.9903
